OrderID,OrderDate,DeliveryDate,CustomerID,ProductID,LogisticsProvider,ShippingCost_EUR,IsReturned,ReturnReason
ORD-002747,2023-03-12,2023-03-10,a8c66f9f711d,PRD-0015,DPD,5.33,0,
ORD-002777,2023-10-17,2023-10-15,e60dc7c1c7ac,PRD-0047,DPD,4.8,0,
ORD-002794,2023-08-01,2023-08-04,f047058cc75d,PRD-0012,DHL,-6.56,0,
ORD-002838,2023-08-09,2023-08-07,f2120a709999,PRD-0049,Hermes,5.9,0,
ORD-002916,2023-11-29,2023-11-30,2251a199048c,PRD-0002,Hermes,-7.05,0,
ORD-002929,2023-03-01,2023-03-03,204dcf7a5e26,PRD-0018,DHL,-3.79,0,
ORD-003020,2023-07-08,2023-07-06,2120a826ced3,PRD-0041,Hermes,4.1,0,
ORD-003170,2023-03-27,2023-03-30,0b3c813eeb53,PRD-0004,DHL,-6.59,0,
ORD-003393,2023-05-31,2023-05-29,64729909cc49,PRD-0018,DHL,-6.75,0,
ORD-003654,2023-12-24,2023-12-22,a3e6026be7de,PRD-0012,Hermes,6.27,1,Zu spät geliefert
ORD-003665,2023-02-05,2023-02-08,c7607c20e1b6,PRD-0039,Hermes,-4.18,0,
ORD-003768,2023-11-30,2023-12-03,efa214a349d0,PRD-0029,DHL,-5.8,1,Passt nicht
ORD-004200,2023-04-10,2023-04-12,ab6da4d8621c,PRD-0027,DHL,-3.51,0,
ORD-004232,2023-04-29,2023-04-30,87d8cf076baa,PRD-0020,Hermes,-5.39,0,
ORD-004238,2023-11-09,2023-11-20,ea44f9c67b6e,PRD-0045,Hermes,-4.39,0,
ORD-004410,2023-06-10,2023-06-11,c6ed379381ca,PRD-0011,DHL,-6.82,0,
ORD-004546,2023-02-12,2023-02-10,7a3caf8d72f9,PRD-0035,DHL,4.35,0,
ORD-004564,2023-09-22,2023-09-20,242b1720dbc7,PRD-0043,DHL,5.61,0,
ORD-004993,2023-02-24,2023-02-22,70fa5743eedd,PRD-0023,Hermes,4.11,0,
ORD-002241,2023-07-30,2023-08-02,ca7e4c1f97fd,PRD-0032,DHL,4.99,1,Falscher Artikel
ORD-004254,2023-10-17,2023-10-20,90afb8c8cd4d,PRD-0034,Hermes,3.92,0,
ORD-004264,2023-09-05,2023-09-06,395e85ac7d33,PRD-0047,DHL,3.98,0,
ORD-000058,2023-03-29,2023-03-30,0488ae9282bd,PRD-0036,Hermes,4.54,0,
ORD-004789,2023-05-28,2023-05-29,6cd541597068,PRD-0039,DPD,6.61,1,Gefällt nicht
ORD-003611,2023-08-27,2023-08-29,b0e25b821d65,PRD-0026,DHL,4.66,1,Zu spät geliefert
ORD-003352,2023-07-23,2023-07-24,1873ed8a8f12,PRD-0032,Hermes,6.37,1,Beschädigt
ORD-003531,2023-12-11,2023-12-13,b6c409f8788c,PRD-0048,DHL,4.07,1,Gefällt nicht
ORD-004963,2023-09-05,2023-09-08,db861bab1e40,PRD-0034,DHL,3.51,0,
ORD-000795,2023-02-27,2023-02-28,0bb12f59fd75,PRD-0040,Hermes,7.33,1,Gefällt nicht
ORD-004550,2023-09-30,2023-10-02,98eece5c9037,PRD-0041,DPD,4.64,0,
ORD-001888,2023-05-29,2023-05-31,44b24c4b5ccd,PRD-0030,Hermes,3.61,0,
ORD-002138,2023-05-25,2023-05-28,2c8754a768e5,PRD-0022,DPD,5.24,1,Gefällt nicht
ORD-003105,2023-08-26,2023-08-29,e342bb1a776b,PRD-0022,DPD,6.68,1,Passt nicht
ORD-002299,2023-05-07,2023-05-08,17ec06c1973a,PRD-0049,DPD,7.32,0,
ORD-002647,2023-10-11,2023-10-12,d937e7e8d3dc,PRD-0042,DPD,7.27,1,Gefällt nicht
ORD-002323,2023-06-28,2023-07-01,364454046f73,PRD-0003,Hermes,7.13,0,
ORD-002797,2023-01-23,2023-01-25,2576f8c3e902,PRD-0022,Hermes,5.47,0,
ORD-001265,2023-12-16,2023-12-17,687ee6fc678e,PRD-0050,DPD,3.81,0,
ORD-000775,2023-12-26,2023-12-28,a5598237eef7,PRD-0036,DPD,6.76,0,
ORD-002896,2023-05-17,2023-05-19,1c19c7c40810,PRD-0034,Hermes,4.72,1,Gefällt nicht
ORD-004992,2023-03-04,2023-03-05,c957b337cc41,PRD-0040,DPD,6.34,1,Passt nicht
ORD-004606,2023-06-12,2023-06-13,3dccc84ce1e3,PRD-0006,DPD,5.11,1,Falscher Artikel
ORD-001165,2023-06-06,2023-06-08,e9c2bd64e52f,PRD-0046,Hermes,6.19,0,
ORD-003699,2023-10-16,2023-10-17,97498ce80361,PRD-0030,DHL,5.19,0,
ORD-002955,2023-06-15,2023-06-17,df2618f77ad2,PRD-0035,DPD,4.85,0,
ORD-001116,2023-05-28,2023-05-30,f0ae84fe65c4,PRD-0004,DHL,5.97,1,Passt nicht
ORD-001072,2023-11-02,2023-11-05,f047058cc75d,PRD-0008,DHL,7.15,0,
ORD-001812,2023-01-19,2023-01-22,9f8bb10d51b5,PRD-0032,Hermes,4.5,0,
ORD-000312,2023-08-28,2023-08-30,3edb3b945be0,PRD-0002,Hermes,4.32,0,
ORD-004915,2023-06-26,2023-06-29,051822a99641,PRD-0011,DHL,4.98,0,
ORD-004263,2023-06-26,2023-06-28,749ff7edced9,PRD-0038,DHL,4.44,0,
ORD-001426,2023-12-28,2023-12-30,3d72668edf04,PRD-0022,DPD,4.15,0,
ORD-001228,2023-02-21,2023-02-23,fd0ec81b021e,PRD-0029,DPD,6.57,0,
ORD-002200,2023-05-16,2023-05-19,2bec6db3684b,PRD-0041,DHL,6.63,0,
ORD-001663,2023-05-03,2023-05-04,29af765e49d1,PRD-0020,DHL,6.23,0,
ORD-004988,2023-05-17,2023-05-19,9ac16b47a843,PRD-0017,Hermes,5.84,0,
ORD-001635,2023-10-22,2023-11-02,ce14e0367a4a,PRD-0008,Hermes,6.93,0,
ORD-000066,2023-08-06,2023-08-14,11a94b5eb3d0,PRD-0028,Hermes,6.86,0,
ORD-004197,2023-02-14,2023-02-15,3760c4b579a5,PRD-0006,DPD,6.66,0,
ORD-000534,2023-04-16,2023-04-17,ff5ac746bfa2,PRD-0011,DHL,4.57,0,
ORD-002219,2023-09-24,2023-09-27,1c5539ac3471,PRD-0031,DHL,5.78,1,Passt nicht
ORD-003719,2023-06-21,2023-06-24,9d45a3a0da7a,PRD-0029,DPD,5.55,0,
ORD-000089,2023-11-12,2023-11-14,19c154538a8f,PRD-0043,DPD,5.62,0,
ORD-003879,2023-06-27,2023-06-29,0b4881f54699,PRD-0004,DPD,6.72,1,Gefällt nicht
ORD-000613,2023-05-13,2023-05-19,c1e7e0988611,PRD-0037,Hermes,5.45,0,
ORD-001306,2023-10-01,2023-10-04,bfe8a25c1406,PRD-0019,DPD,5.17,0,
ORD-001480,2023-12-03,2023-12-06,f6a34b6ae058,PRD-0043,DHL,-5.07,0,
ORD-004138,2023-02-07,2023-02-08,3f102afad00d,PRD-0025,Hermes,4.81,0,
ORD-004285,2023-06-07,2023-06-14,9e4cc83219db,PRD-0039,Hermes,5.46,1,Zu spät geliefert
