CustomerID,PLZ,City,State
39aca02bf8c0,16315,Hofgeismar,Baden-Württemberg
8761265dcb91,11426,Wittstock,Sachsen
6adad2b3a3cf,67888,Burglengenfeld,Baden-Württemberg
5f53888bfcb6,62244,Niesky,Bremen
6ef6370210bf,24065,Hohenmölsen,Schleswig-Holstein
0ba853873b50,93564,Kassel,Brandenburg
202402321177,43426,Bersenbrück,Schleswig-Holstein
1a3edd26db8f,61014,Oranienburg,Mecklenburg-Vorpommern
cd672636c75a,57387,Nauen,Brandenburg
a24089fa2684,82586,Gelnhausen,Sachsen
404ff6a33ad1,41918,Kehl,Rheinland-Pfalz
3a4c40b4ab8b,25134,Emmendingen,Saarland
68b31dfb1b61,22579,Kaiserslautern,Baden-Württemberg
64729909cc49,04384,Miltenberg,Thüringen
fcf9005f1b56,07451,Cloppenburg,Mecklenburg-Vorpommern
8f970c1893be,44948,Demmin,Sachsen-Anhalt
97a779a765e6,66711,Osterburg,Niedersachsen
a345a4ce9ea4,74545,Rehau,Thüringen
af26dae9e150,24154,Kitzingen,Hamburg
96a2ca71f156,00516,Neu-Ulm,Berlin
434ffda97134,92753,Lörrach,Schleswig-Holstein
3fb6657a5403,89994,Steinfurt,Nordrhein-Westfalen
decdd395c69b,55269,Kehl,Hamburg
1be9d2cedf01,88924,Heiligenstadt,Berlin
6ff587083847,79904,Coburg,Baden-Württemberg
309e98408862,64814,Nordhausen,Schleswig-Holstein
fef1b545c51c,30756,Eisenhüttenstadt,Bayern
437c0fbd875f,80617,Heinsberg,Rheinland-Pfalz
6b2a01940a1d,,Hoyerswerda,Baden-Württemberg
076a230994c4,86571,Oberviechtach,Bremen
0d9d01d1a344,31329,Düren,Brandenburg
6c1abafed714,49035,Bremen,Mecklenburg-Vorpommern
500081b57226,00323,Kitzingen,Berlin
918b7cfb57b8,29667,Kronach,Sachsen-Anhalt
a8ac0b2e1350,63838,Kronach,Saarland
d83e23745063,93213,Groß-Gerau,Bayern
df434dfc7d39,84270,Bautzen,Mecklenburg-Vorpommern
83aebe395a90,18515,Rottweil,Brandenburg
6db3bee68ad0,92644,Eisenberg,Baden-Württemberg
4fbccc16f45a,15704,Grafenau,Berlin
daa2c4289cbf,86179,Eberswalde,Schleswig-Holstein
d517469939b6,99706,Schlüchtern,Sachsen-Anhalt
e60dc7c1c7ac,20506,Haldensleben,Thüringen
e7e66c1e9fe0,25652,Bad Liebenwerda,Niedersachsen
23dfee58d4b8,68687,Nauen,Nordrhein-Westfalen
e813fca4c6e1,06163,Sangerhausen,Niedersachsen
891a9289ce1b,62299,Büsingen am Hochrhein,Brandenburg
fe4d48720e99,06530,Großenhain,Saarland
879bd1edee94,36785,Osterburg,Hamburg
50aba4db4830,45786,Tecklenburg,Baden-Württemberg
3f849035109e,60293,Stade,Mecklenburg-Vorpommern
0d662469e248,94466,Mittweida,Niedersachsen
4704c19af128,45444,Dresden,Mecklenburg-Vorpommern
40db9091b8c8,09935,Torgau,Thüringen
db861bab1e40,13534,Hohenstein-Ernstthal,Saarland
563748058fe6,60223,Ludwigslust,Schleswig-Holstein
fd0ec81b021e,32927,Darmstadt,Sachsen-Anhalt
808f07484c9e,42168,Eggenfelden,Berlin
cbfba0028956,03323,Rudolstadt,Hamburg
b0e25b821d65,67618,Naila,Bremen
0e01fd7ca933,73934,Kaiserslautern,Sachsen-Anhalt
660792f4ffff,18114,Miesbach,Nordrhein-Westfalen
54ff55540509,02255,Schwerin,Niedersachsen
95879f7848a2,21697,Eisleben,Sachsen
d3b1f769f7d5,58891,Stendal,Mecklenburg-Vorpommern
95759a5d8a2b,35408,Quedlinburg,Sachsen
d7e301b5cd6f,60880,Schleiz,Nordrhein-Westfalen
a97026418d78,55488,Viersen,Brandenburg
48e3cf2a4ce5,51609,Meppen,Schleswig-Holstein
919cb12d101f,69346,Haldensleben,Schleswig-Holstein
40c2ea9999c9,88515,Roth,Sachsen-Anhalt
fdd5b5cc44a1,04380,Merseburg,Brandenburg
f424a6d31f39,04397,Siegen,Saarland
df2618f77ad2,29405,Wanzleben,Bremen
bf3ace308616,81826,Bremervörde,Saarland
e1f4a299a8d3,61648,Aue,Saarland
017f7d9aa46c,36138,Stade,Berlin
eeef6eaf3244,65061,Sondershausen,Berlin
97498ce80361,28326,Siegen,Bremen
344ab744ddeb,43536,Ebersberg,Hamburg
02d7fcf7b78d,13975,Dachau,Mecklenburg-Vorpommern
7aa777e66795,62053,Waren,Sachsen-Anhalt
52c6914ee471,29142,Grimma,Berlin
b9ad68fbc78c,27881,Kassel,Baden-Württemberg
32a0146486a6,30385,München,Schleswig-Holstein
a3bd3f59a6c4,38655,Neunburg vorm Wald,Baden-Württemberg
723a77d2c86b,17773,Stade,Sachsen-Anhalt
3edb3b945be0,28699,Weißwasser,Nordrhein-Westfalen
d45ab1001715,99136,Deggendorf,Brandenburg
27af6e4e317b,17298,Sömmerda,Sachsen-Anhalt
f047058cc75d,73149,Grevenbroich,Hessen
26371d676dab,94486,Schrobenhausen,Niedersachsen
9b6eada5ad31,21386,Quedlinburg,Bayern
c4b7b6daa6a5,90669,Waren,Bayern
e99680c88a42,02146,Strausberg,Sachsen
9e8f9de7c0a2,69042,Ochsenfurt,Brandenburg
b298bc334963,71416,Säckingen,Mecklenburg-Vorpommern
315eb586efc1,53942,Northeim,Hessen
cd2c51f526bd,75957,Neustrelitz,Hamburg
1f1114afaac5,50036,Hildesheim,Saarland
0b4881f54699,56472,Rockenhausen,Mecklenburg-Vorpommern
e61839c34145,88574,Regen,Bayern
9d1af1dcda64,50615,Roding,Hamburg
69ccd9caa9d8,11253,Hersbruck,Nordrhein-Westfalen
04c68ecc66da,41326,Brilon,Berlin
7bac92bd3853,82005,Nauen,Schleswig-Holstein
f94a26a4bbdd,57831,Hechingen,Saarland
1c19c7c40810,40649,Altötting,Saarland
635719a9bacb,48463,Emmendingen,Bremen
ff8581d6b50d,21442,Wesel,Baden-Württemberg
063b9654188d,20461,Eisleben,Hessen
e9998eed1eb2,76452,Wolfenbüttel,Brandenburg
a8023688433d,30097,Kitzingen,Berlin
897da0ff1fdc,65240,Vohenstrauß,Schleswig-Holstein
b77ee237a99d,82744,Mettmann,Baden-Württemberg
6cd541597068,51181,Darmstadt,Hamburg
be09470a4786,91037,Mühlhausen,Bayern
ec8528237f6f,81138,Erkelenz,Hessen
33b5c19fea3c,86852,Jessen,Rheinland-Pfalz
b0693dcc41cf,77600,Sankt Goar,Baden-Württemberg
e0ff769390ed,34419,Ribnitz-Damgarten,Hessen
619e59062a45,56613,Siegen,Sachsen
1b95f3d81212,36462,Husum,Berlin
17ec06c1973a,31465,Calw,Sachsen-Anhalt
fe9338be754e,35211,Gifhorn,Bremen
35664c9c3f85,92069,Greiz,Hamburg
8e420eca93a9,68157,Erding,Hessen
1c5088deb9cd,43840,Kyritz,Baden-Württemberg
2be4c3284cdd,82329,Dessau,Nordrhein-Westfalen
808c1ac11a02,64742,Büsingen am Hochrhein,Bremen
10f3d78de149,52677,Eberswalde,Hessen
4e2191176290,09656,Parchim,Brandenburg
1e042ef1af97,26490,Monschau,Schleswig-Holstein
fb13defe48b3,14521,Celle,Schleswig-Holstein
c9971add6108,92222,Lüdenscheid,Nordrhein-Westfalen
e6fdc640101d,78097,Fürstenwalde,Thüringen
39e26850347f,20994,Brand,Bayern
86f6d149b736,61681,Nabburg,Bremen
1aa279e94dde,95489,Darmstadt,Thüringen
512d5c87257e,58303,Greiz,Berlin
b0ba10a7453d,55770,Neunburg vorm Wald,Bremen
51aacee5186d,51240,Klötze,Hamburg
1824d85429cb,15031,Ochsenfurt,Baden-Württemberg
b4429a4861f6,81040,Holzminden,Schleswig-Holstein
61723dab929d,71422,Celle,Baden-Württemberg
9078aa170458,70160,Main-Höchst,Sachsen
91b12e4eb82c,71747,Gelnhausen,Mecklenburg-Vorpommern
dbd09bd846af,45992,Luckenwalde,Brandenburg
41179d641cf8,61539,Marienberg,Rheinland-Pfalz
feef92a6ed83,96570,Fürstenwalde,Bremen
582d0ec0ec5c,19098,Dachau,Nordrhein-Westfalen
56099f469c26,66683,Nauen,Bremen
c0c7cd7f522c,62126,Uffenheim,Sachsen-Anhalt
44b2ea3c07ba,00975,Rostock,Thüringen
3e16d8c02f6b,58077,Rochlitz,Rheinland-Pfalz
afe6017571c8,47128,Görlitz,Niedersachsen
809f89f73fa5,80512,Norden,Sachsen-Anhalt
5d6484f28822,67478,Konstanz,Sachsen
13a10a499400,69454,Burg,Niedersachsen
fe658e70891a,10618,Tirschenreuth,Schleswig-Holstein
d1e81688058a,69212,Haldensleben,Schleswig-Holstein
b4dc1ff25a7d,44271,Finsterwalde,Sachsen
d1955254241e,19470,Dresden,Baden-Württemberg
c4c7cda08897,06719,Holzminden,Nordrhein-Westfalen
23c746589c26,63461,Neustadt am Rübenberge,Berlin
7ca846a3515b,00505,Luckenwalde,Brandenburg
8ed36ba577d5,32020,Bruchsal,Schleswig-Holstein
1f609003020d,53092,Belzig,Brandenburg
efa214a349d0,96207,Altötting,Baden-Württemberg
7f8781b8de7f,92791,Iserlohn,Sachsen-Anhalt
65fa4460f4d3,77220,Spremberg,Saarland
11a94b5eb3d0,13799,Lüdenscheid,Hessen
db960f60908f,62397,Kyritz,Saarland
ef7ef29dcedd,76253,Schleiz,Hamburg
182a643a7a92,35693,Rochlitz,Baden-Württemberg
b2cebf22574d,32543,Apolda,Thüringen
e4b1c9add3b5,01658,Hamburg,Sachsen-Anhalt
77a71aa76122,57905,Eisenach,Berlin
0090a09fd83c,55778,München,Nordrhein-Westfalen
9d55669ec3db,12723,Haldensleben,Sachsen-Anhalt
695df20c0897,98877,Reutlingen,Bremen
4db113b958f0,22223,Bad Langensalza,Rheinland-Pfalz
07f7801b3ed6,10672,Herzberg,Bremen
50280c41c734,81406,Mellrichstadt,Saarland
5ba481d9f495,59980,Lichtenfels,Bremen
116bc32d28bc,66299,Dinkelsbühl,Hessen
3760c4b579a5,92326,Rastatt,Thüringen
adf537b0256d,30147,Sankt Goarshausen,Saarland
f2120a709999,72520,Kamenz,Sachsen-Anhalt
4086cd585ed6,89520,Paderborn,Nordrhein-Westfalen
e5e92df1e0aa,12075,Tübingen,Saarland
0945de0f2c0f,61107,Bad Langensalza,Hessen
97d6492e940c,25012,Rosenheim,Saarland
1a362e3b8d84,38759,Meiningen,Brandenburg
490609fe3e65,54801,Niesky,Brandenburg
ecc4061a6b57,07167,Coburg,Bremen
c729e129bdce,74994,Jüterbog,Thüringen
9d5f179198bf,70269,Döbeln,Nordrhein-Westfalen
c957b337cc41,06167,Klötze,Schleswig-Holstein
ce34abcdc162,78280,Grimma,Thüringen
b50fdc718ebc,16556,Bautzen,Mecklenburg-Vorpommern
ce1cd38c362f,07905,Riesa,Sachsen
38424fe833d6,37183,Grimmen,Bayern
9e4cc83219db,84685,Lübeck,Sachsen
1f44f5258dc4,48969,Parsberg,Hessen
19c154538a8f,42493,Gerolzhofen,Brandenburg
dbc7a3810588,07001,Scheinfeld,Nordrhein-Westfalen
6e611f8bb26b,71391,Hohenmölsen,Sachsen
1da2036bf2d8,73425,Weimar,Saarland
307e6b240c8c,76064,Bremen,Mecklenburg-Vorpommern
e342bb1a776b,48156,Mettmann,Baden-Württemberg
c34ae14ba20f,23829,Herzberg,Schleswig-Holstein
21aede179a18,89317,Grimma,Hamburg
3903bc4ea31b,77133,Groß-Gerau,Nordrhein-Westfalen
b71b3ef9f857,97359,Borna,Baden-Württemberg
43bfec19acbc,37599,Altentreptow,Niedersachsen
c24d64f49c94,86241,Bad Liebenwerda,Bremen
b6c409f8788c,20320,Griesbach Rottal,Hamburg
a7993303b392,42284,Roth,Baden-Württemberg
faddb82d1ed3,52017,Mettmann,Niedersachsen
40d2dfa1b3e7,89616,Eisenhüttenstadt,Mecklenburg-Vorpommern
cd294a56e965,15837,Kyritz,Thüringen
d145218f85d8,73278,Hainichen,Schleswig-Holstein
2f42f3d8eb53,86617,Jülich,Niedersachsen
295bc6b838da,45977,Hünfeld,Hamburg
cdd0acc5960e,49956,Brand,Bremen
9ac16b47a843,72760,Eggenfelden,Bremen
953c25151831,16679,Bad Freienwalde,Thüringen
677a08e61352,17957,Artern,Hamburg
d746c1ddc650,72934,Strasburg,Thüringen
d92233347019,45228,Belzig,Rheinland-Pfalz
62fbd97da58e,28910,Miltenberg,Brandenburg
88dbab0e54b2,12552,Flöha,Schleswig-Holstein
2fdbd1a9022b,86326,Ludwigslust,Schleswig-Holstein
29af765e49d1,29084,Lobenstein,Nordrhein-Westfalen
98eece5c9037,63410,Königs Wusterhausen,Bremen
02427afe83a0,05485,Badalzungen,Brandenburg
7c91be984130,58935,Burg,Bremen
5e05d08a8631,49767,Wiedenbrück,Sachsen-Anhalt
f02966fbdc92,11594,Parsberg,Bremen
3ee8ae422892,32701,Bergzabern,Bayern
a7ee55779da2,99663,Höxter,Bayern
bfbb609be506,78018,Arnstadt,Niedersachsen
582fb1eed8db,85641,Burg,Hamburg
15ce055c280c,15265,Klötze,Brandenburg
5f4d71e13498,63048,Gotha,Bremen
b94e4dac052d,07942,Beeskow,Thüringen
657f7140d89d,12846,Schongau,Rheinland-Pfalz
edeb51cf4ea1,02687,Pirmasens,Berlin
c46a919923c8,53703,Zerbst,Niedersachsen
7bbae4c13c58,98728,Steinfurt,Hamburg
419537955820,87060,Mallersdorf,Sachsen-Anhalt
c2df022e67a3,19036,Grafenau,Hessen
e6e300a6bed0,05831,Zschopau,Brandenburg
836e5c18feff,08046,Bruchsal,Sachsen-Anhalt
4cf18262fe4e,93110,Saarlouis,Hessen
0ca7b2b39990,49822,Heiligenstadt,Rheinland-Pfalz
b30dde1c0c5a,79599,Schwandorf,Nordrhein-Westfalen
33dc0a6fcf6b,56362,Karlsruhe,Baden-Württemberg
79eb57c262b2,25832,Aschaffenburg,Hamburg
93b0a87d8f34,11223,Perleberg,Sachsen
64470c154a9e,31791,Olpe,Sachsen
0bb12f59fd75,33736,Havelberg,Sachsen-Anhalt
8de816b8e242,67766,Nordhausen,Rheinland-Pfalz
ec45b49dae81,11508,Holzminden,Hessen
17fb39050eb0,63337,Osterode am Harz,Schleswig-Holstein
cfcb6acdefc1,92407,Höxter,Mecklenburg-Vorpommern
f366585846eb,59999,Kronach,Hessen
8bf6259d1423,97023,Kusel,Nordrhein-Westfalen
8d7552eb62a6,71632,Heiligenstadt,Sachsen-Anhalt
77c5cc0f7ae8,85977,Rockenhausen,Bayern
a5c98f280d1f,76291,Vechta,Bayern
8c24a506c11e,85672,Freising,Bayern
4a5cfe839248,77711,Warendorf,Schleswig-Holstein
4f648875299c,42752,Warendorf,Bayern
a788d39efb30,33106,Ansbach,Rheinland-Pfalz
f86b972e587c,93866,Gelnhausen,Hessen
fbf122d940e4,13649,Burglengenfeld,Hamburg
654a8248ac1b,68389,Genthin,Baden-Württemberg
44d327dbbe72,30397,Delitzsch,Niedersachsen
455e6f972248,39685,Meißen,Baden-Württemberg
6323534375f5,42336,Schlüchtern,Mecklenburg-Vorpommern
00aab29cebe7,68962,Artern,Sachsen
45a20b0f920a,52732,Altentreptow,Baden-Württemberg
57fe51e4f453,69236,Wolmirstedt,Saarland
571f0605d00e,43992,Chemnitz,Berlin
a09934c5e7c7,94611,Dinkelsbühl,Niedersachsen
8491090b660e,25223,Emmendingen,Brandenburg
294350c9a8bc,16141,Aurich,Mecklenburg-Vorpommern
b9a8cd3edce6,75965,Teterow,Rheinland-Pfalz
65e0a6c5bce6,20918,Viechtach,Mecklenburg-Vorpommern
7dd1c91fd74e,69156,Steinfurt,Brandenburg
12647114a0f8,33211,Weimar,Baden-Württemberg
a0fb09d931e8,66863,Grevesmühlen,Brandenburg
8a8feb40235e,98366,Kassel,Bremen
6f7ddd041dec,48149,Senftenberg,Hessen
6286963288a7,86567,Wurzen,Sachsen
cfd276367a24,29277,Dinslaken,Hessen
f60a0483a6ab,20185,Dresden,Sachsen
4f4020b1fffb,75011,Cottbus,Thüringen
e70e2b8716ad,51826,Leipziger Land,Thüringen
72a8fc4b3f4b,10293,Brand,Niedersachsen
4c8539d04486,97585,Tuttlingen,Brandenburg
eefb36acc47f,,Greiz,Sachsen-Anhalt
974d23a2f0a4,14181,Berchtesgaden,Rheinland-Pfalz
3c39f0cef709,97185,Querfurt,Niedersachsen
1003cd80e129,08222,Reutlingen,Niedersachsen
5bdcbeb00ad0,41465,Siegen,Berlin
c407a7bcfaf0,77881,Ansbach,Hessen
4491d799a963,06762,Calw,Rheinland-Pfalz
a871859dbae3,79705,Schwandorf,Schleswig-Holstein
c1e7e0988611,18826,Neustadt am Rübenberge,Baden-Württemberg
fd7902f1976a,22560,Wanzleben,Hessen
a53456968de8,25686,Calau,Brandenburg
801e3483ff30,44716,Schwarzenberg,Bremen
6e42767fcc55,12604,Dinslaken,Sachsen-Anhalt
72173b5230f1,14545,Gotha,Rheinland-Pfalz
0dc43ad19079,75541,Strausberg,Baden-Württemberg
180277d9bac3,91093,Vilsbiburg,Schleswig-Holstein
6c64f068b9cd,71617,Pasewalk,Baden-Württemberg
ab5a82deb9ec,86694,Erbisdorf,Baden-Württemberg
f8a89c4399b2,30834,Soltau,Bremen
6638982ac981,69450,Jüterbog,Mecklenburg-Vorpommern
130ce3637d55,96273,Kelheim,Bremen
897ca07ed74a,93121,Goslar,Schleswig-Holstein
a0c275e24da4,31429,Amberg,Brandenburg
17ac3876fd87,81001,Burglengenfeld,Sachsen-Anhalt
21e550fd7f03,13145,Schwandorf,Rheinland-Pfalz
852136f15af9,51475,Waren,Berlin
44b24c4b5ccd,52265,Norden,Sachsen-Anhalt
c38ac70a78b8,96893,Gera,Saarland
9a1e75b4505b,33302,Uffenheim,Bremen
82d6069e85e3,21310,Dresden,Hamburg
d1b78d8532ed,82066,Rastatt,Niedersachsen
48b014d38a4c,28917,Helmstedt,Sachsen
b79a09ffa2d1,28113,Wurzen,Nordrhein-Westfalen
b9c4e82cda9e,68356,Darmstadt,Brandenburg
a3e6026be7de,27113,Tecklenburg,Bremen
b3c3587560fe,29710,Heiligenstadt,Berlin
be656dd918f8,72197,Kassel,Nordrhein-Westfalen
a0a5027f3593,09038,Düren,Brandenburg
1873ed8a8f12,63651,Illertissen,Thüringen
fbd94c946403,56730,Aschaffenburg,Sachsen-Anhalt
25185671a9c4,01654,Feuchtwangen,Saarland
4156cfc49b85,50272,Hersbruck,Brandenburg
1d535cf02561,53390,Kassel,Baden-Württemberg
051af2f8dccc,27652,Potsdam,Sachsen-Anhalt
0dec90d9822f,17981,Nürtingen,Bayern
3d1f19e70883,38444,Lübeck,Mecklenburg-Vorpommern
fabeea9a1268,39609,Dachau,Sachsen
1dc1bf598d53,31106,Sebnitz,Bremen
977a97380535,83640,Borken,Bremen
4061551d8f3a,36170,Bersenbrück,Thüringen
9582264a8797,55799,Ebern,Niedersachsen
d67053ea193a,24473,Iserlohn,Nordrhein-Westfalen
7e90cd9f8a38,67694,Schwerin,Brandenburg
ab6da4d8621c,01256,Kaiserslautern,Mecklenburg-Vorpommern
4d14f0447871,64938,Burglengenfeld,Niedersachsen
819426776d5c,04611,Eilenburg,Rheinland-Pfalz
2fef302aa48d,17164,Hersbruck,Saarland
175db0f629fd,30021,Tuttlingen,Sachsen-Anhalt
72ba3369b331,42297,Cuxhaven,Rheinland-Pfalz
e122976f0144,14415,Steinfurt,Hessen
395e85ac7d33,47281,Füssen,Saarland
c3a3122f53f0,11307,Groß-Gerau,Baden-Württemberg
242b1720dbc7,74510,Wiedenbrück,Sachsen-Anhalt
e9ee57ea2321,31009,Gerolzhofen,Berlin
1d38108d4d5d,01289,Wittstock,Nordrhein-Westfalen
a03a0cec9f71,09579,Neustadtner Waldnaab,Mecklenburg-Vorpommern
af6695e50e2e,74570,Hannoversch Münden,Rheinland-Pfalz
cf4764400f03,36148,Passau,Hamburg
09ce957146a0,91679,Hagenow,Brandenburg
fccc234064ac,03491,Neustadtner Waldnaab,Nordrhein-Westfalen
9d45a3a0da7a,69143,Naila,Saarland
49cbf96867ec,68344,Hammelburg,Schleswig-Holstein
d5fe73e963ba,70806,Wunsiedel,Bremen
40ab188bca4c,01041,Sangerhausen,Brandenburg
3eac244b5089,07931,Aachen,Bremen
82596d07353f,23849,Staßfurt,Brandenburg
c061d6ecb41c,97546,Vechta,Brandenburg
6a10969653f7,40258,Iserlohn,Sachsen
686dcba1686e,76792,Darmstadt,Rheinland-Pfalz
4c9893856dd5,26610,Celle,Bayern
9bf8bb92f6f0,33268,Brand,Baden-Württemberg
2bd40d93ecb6,59821,Main-Höchst,Sachsen
ef210ff5a697,51241,Paderborn,Nordrhein-Westfalen
5fa3180aa5f5,03719,Ingolstadt,Berlin
2cb552c3de87,00038,Teterow,Baden-Württemberg
c29a8cd01fe7,33190,Lübben,Bayern
9b0b439a8f79,93429,Neubrandenburg,Brandenburg
1342a927b8b4,58810,Lörrach,Thüringen
5dd4c4cf4b04,10704,Rudolstadt,Sachsen
a2f29650a4e0,33626,Stendal,Nordrhein-Westfalen
1a51759ef465,86487,Rochlitz,Niedersachsen
fcd72e8ec79d,94544,Crailsheim,Nordrhein-Westfalen
2463236366e8,49851,Eisleben,Niedersachsen
3e00f34a1b6c,95083,Warendorf,Niedersachsen
b86221f2a7ca,35956,Sondershausen,Sachsen-Anhalt
cd8b0209443f,04290,Schmölln,Hessen
7d378c11ec5f,81809,Steinfurt,Schleswig-Holstein
cd2b612e83a2,51588,Karlsruhe,Thüringen
d203bb5d702c,82973,Mettmann,Baden-Württemberg
de5995b0f460,65268,Waren,Nordrhein-Westfalen
25afb81b53f9,98120,Sulzbach-Rosenberg,Schleswig-Holstein
81eab3379b56,52203,Paderborn,Niedersachsen
a5db8e85ae4a,,Augsburg,Bayern
deed6cfd4550,74124,Jülich,Berlin
0edb747c7064,80032,Füssen,Hessen
6cad594cb7a1,20649,Senftenberg,Mecklenburg-Vorpommern
e6638b0be48a,41314,Mellrichstadt,Rheinland-Pfalz
